step,value
126,0.0015735720517113805
127,0.0015688184648752213
128,0.0015642052749171853
129,0.0015597334131598473
130,0.0015554138226434588
131,0.0015511702513322234
132,0.0015470191137865186
133,0.0015429662307724357
134,0.0015389657346531749
135,0.0015350296162068844
136,0.0015311503084376454
137,0.0015273032477125525
138,0.001523488899692893
139,0.0015196797903627157
140,0.001515926793217659
141,0.001512192073278129
142,0.0015085049672052264
143,0.0015048268251121044
144,0.0015011450741440058
145,0.001497504417784512
146,0.00149383710231632
147,0.001490216818638146
148,0.0014865928096696734
149,0.001482973457314074
150,0.001479380764067173
151,0.0014757785247638822
152,0.0014721855986863375
153,0.001468634232878685
154,0.0014650655211880803
155,0.0014615090331062675
156,0.0014579613925889134
157,0.0014543889556080103
158,0.0014508403837680817
159,0.0014472808688879013
160,0.001443732064217329
161,0.001440198626369238
162,0.0014366484247148037
163,0.001433130819350481
164,0.001429588533937931
165,0.0014260511379688978
166,0.0014225216582417488
167,0.001418990665115416
168,0.0014154718955978751
169,0.0014119627885520458
170,0.0014084269059821963
171,0.0014049164019525051
172,0.0014014245243743062
173,0.0013979080831632018
174,0.0013943953672423959
175,0.0013908788096159697
176,0.0013873764546588063
177,0.0013838652521371841
178,0.001380378846079111
179,0.001376867527142167
180,0.0013733686646446586
181,0.0013698904076591134
182,0.0013664155267179012
183,0.0013629307504743338
184,0.001359450281597674
185,0.0013559641083702445
186,0.001352498191408813
187,0.0013490248238667846
188,0.0013455689186230302
189,0.0013421205803751945
190,0.0013386585051193833
191,0.0013352066744118929
192,0.0013317626435309649
193,0.0013283310690894723
194,0.0013248889008536935
195,0.0013214715290814638
196,0.0013180417008697987
197,0.0013146314304322004
198,0.001311220577917993
199,0.0013078113552182913
200,0.0013044239021837711
201,0.0013010208494961262
202,0.0012976384023204446
203,0.001294269342906773
204,0.0012908870121464133
205,0.0012875259853899479
206,0.0012841643765568733
207,0.0012808163883164525
208,0.001277483650483191
209,0.001274164067581296
210,0.0012708331923931837
211,0.0012675166362896562
212,0.001264214632101357
213,0.0012609364930540323
214,0.0012576609151437879
215,0.0012543710181489587
216,0.0012511119712144136
217,0.0012478642165660858
218,0.001244627172127366
219,0.0012413936201483011
220,0.0012381712440401316
221,0.001234955620020628
222,0.001231751637533307
223,0.0012285665143281221
224,0.0012253872118890285
225,0.0012222265359014273
226,0.0012190780835226178
227,0.00121593801304698
228,0.0012128135422244668
229,0.0012096905848011374
230,0.0012065945193171501
231,0.0012034871615469456
232,0.0012004283489659429
233,0.001197357545606792
234,0.0011943104909732938
235,0.0011912818299606442
236,0.001188255613669753
237,0.0011852462776005268
238,0.001182253472507
239,0.0011792933801189065
240,0.0011763261863961816
241,0.0011734035797417164
242,0.0011705090291798115
243,0.001167649868875742
244,0.0011648305226117373
245,0.0011620566947385669
246,0.0011593429371714592
247,0.001156716258265078
248,0.0011542392894625664
249,0.0011520496336743236
250,0.0011503762798383832
251,0.0011497631203383207
252,0.0011497489176690578
253,0.0011470898753032088
254,0.0011438151123002172
255,0.001141177024692297
256,0.0011377616319805384
257,0.001134469173848629
258,0.0011317763710394502
259,0.0011296834563836455
260,0.0011279055615887046
261,0.0011267024092376232
262,0.001126163057051599
263,0.0011258535087108612
264,0.0011267971713095903
265,0.0011300042970106006
266,0.0011329927947372198
267,0.0011377118062227964
268,0.001147703267633915
269,0.0011565389577299356
270,0.0011790561256930232
271,0.0012603242648765445
272,0.0012680311920121312
273,0.0012837790418416262
274,0.0011957044480368495
275,0.0011467786971479654
276,0.0011320571647956967
277,0.0011221632594242692
278,0.0011173520470038056
279,0.001113985781557858
280,0.001111373072490096
281,0.0011092181084677577
282,0.0011073821224272251
283,0.001105772447772324
284,0.001104334369301796
285,0.001103024696931243
286,0.0011018263176083565
287,0.0011007145512849092
288,0.0010996719356626272
289,0.0010986936977133155
290,0.0010977627243846655
291,0.0010968802962452173
292,0.0010960272047668695
293,0.001095211016945541
294,0.0010944230016320944
295,0.0010936567559838295
296,0.0010929096024483442
297,0.0010921912034973502
298,0.00109148642513901
299,0.0010907977120950818
300,0.001090121571905911
301,0.0010894560255110264
302,0.0010888073593378067
303,0.0010881645139306784
304,0.0010875322623178363
305,0.0010869114194065332
306,0.0010862976778298616
307,0.0010856875451281667
308,0.0010850868420675397
309,0.0010844911448657513
310,0.001083902781829238
311,0.0010833162814378738
312,0.001082734321244061
313,0.0010821601608768106
314,0.0010815816931426525
315,0.0010810191743075848
316,0.0010804511839523911
317,0.0010798865696415305
318,0.001079331967048347
319,0.0010787700302898884
320,0.001078214612789452
321,0.0010776671115309
322,0.0010771153029054403
323,0.0010765691986307502
324,0.00107602181378752
325,0.0010754810646176338
326,0.0010749336797744036
327,0.0010743958409875631
328,0.0010738561395555735
329,0.0010733180679380894
330,0.0010727787157520652
331,0.0010722506558522582
332,0.0010717095574364066
333,0.0010711750946938992
334,0.0010706435423344374
335,0.0010701119899749756
336,0.0010695785749703646
337,0.0010690470226109028
338,0.0010685159359127283
339,0.00106798333581537
340,0.0010674588847905397
341,0.0010669248877093196
342,0.0010663967113941908
343,0.0010658657411113381
344,0.0010653416393324733
345,0.001064812415279448
346,0.0010642844717949629
347,0.001063758390955627
348,0.001063232310116291
349,0.0010627050651237369
350,0.0010621808469295502
351,0.0010616545332595706
352,0.0010611279867589474
353,0.0010605991119518876
354,0.0010600759414955974
355,0.0010595459025353193
356,0.0010590201709419489
357,0.0010584932751953602
358,0.0010579702211543918
359,0.0010574485640972853
360,0.001056920038536191
361,0.0010563911637291312
362,0.00105586729478091
363,0.0010553408646956086
364,0.0010548171121627092
365,0.0010542917298153043
366,0.0010537670459598303
367,0.0010532367741689086
368,0.0010527103440836072
369,0.0010521893855184317
370,0.0010516619076952338
371,0.0010511321015655994
372,0.0010506081162020564
373,0.001050083665177226
374,0.0010495545575395226
375,0.001049034995958209
376,0.0010485072853043675
377,0.0010479781776666641
378,0.0010474519804120064
379,0.0010469249682500958
380,0.001046404941007495
381,0.0010458731558173895
382,0.001045348821207881
383,0.0010448184330016375
384,0.0010442952625453472
385,0.001043768017552793
386,0.0010432431008666754
387,0.0010427164379507303
388,0.0010421870974823833
389,0.0010416610166430473
390,0.0010411367984488606
391,0.0010406081564724445
392,0.0010400806786492467
393,0.0010395512217655778
394,0.001039024442434311
395,0.0010384995257481933
396,0.0010379671584814787
397,0.001037444220855832
398,0.001036914181895554
399,0.0010363891487941146
400,0.0010358551517128944
401,0.001035330817103386
402,0.0010348035721108317
403,0.001034276676364243
404,0.0010337482672184706
405,0.0010332191595807672
406,0.001032689237035811
407,0.001032161759212613
408,0.0010316333500668406
409,0.0010311054065823555
410,0.0010305781615898013
411,0.0010300512658432126
412,0.0010295200627297163
413,0.0010289953788742423
414,0.0010284660384058952
415,0.0010279391426593065
416,0.0010274122469127178
417,0.0010268869809806347
418,0.0010263589210808277
419,0.0010258309775963426
420,0.0010253034997731447
421,0.0010247745085507631
422,0.0010242473799735308
423,0.0010237212991341949
424,0.0010231934720650315
425,0.0010226658778265119
426,0.0010221373522654176
427,0.0010216070804744959
428,0.0010210782056674361
429,0.0010205528233200312
430,0.0010200263932347298
431,0.0010194984497502446
432,0.001018970855511725
433,0.0010184410493820906
434,0.0010179118253290653
435,0.0010173850459977984
436,0.0010168610606342554
437,0.0010163316037505865
438,0.0010158048244193196
439,0.0010152771137654781
440,0.0010147516150027514
441,0.0010142220417037606
442,0.0010136965429410338
443,0.0010131679009646177
444,0.0010126414708793163
445,0.001012116321362555
446,0.0010115884942933917
447,0.0010110586881637573
448,0.0010105347028002143
449,0.0010100060608237982
450,0.001009484170936048
451,0.0010089576244354248
452,0.001008432824164629
453,0.0010079015046358109
454,0.001007376122288406
455,0.0010068510891869664
456,0.0010063240770250559
457,0.0010057942708954215
458,0.0010052676079794765
459,0.0010047440882772207
460,0.0010042126523330808
461,0.0010036877356469631
462,0.00100316118914634
463,0.0010026359232142568
464,0.0010021065827459097
465,0.0010015818988904357
466,0.0010010541882365942
467,0.0010005302028730512
468,0.0010000019101426005
469,0.000999476294964552
470,0.0009989539394155145
471,0.0009984257631003857
472,0.00099790224339813
473,0.0009973773267120123
474,0.0009968477534130216
475,0.000996323418803513
476,0.0009957982692867517
477,0.0009952714899554849
478,0.00099474610760808
479,0.0009942211909219623
480,0.0009936968563124537
481,0.0009931696113198996
482,0.0009926463244482875
483,0.0009921201271936297
484,0.0009915960254147649
485,0.0009910727385431528
486,0.0009905461920425296
487,0.0009900238364934921
488,0.0009894962422549725
489,0.0009889720240607858
490,0.0009884471073746681
491,0.0009879217250272632
492,0.000987397157587111
493,0.0009868742199614644
494,0.0009863462764769793
495,0.000985821709036827
496,0.0009852992370724678
497,0.000984771060757339
498,0.0009842481231316924
499,0.0009837248362600803
